t,F_meas_N,speed_mps,mode,depth_m
76.389,6.437,0.150,CONTACT,0.01549
76.441,6.771,0.150,CONTACT,0.01546
76.491,6.105,0.150,CONTACT,0.01546
76.544,5.479,0.150,CONTACT,0.01548
76.596,5.952,0.150,CONTACT,0.01548
76.646,6.362,0.150,CONTACT,0.01547
76.697,5.596,0.150,CONTACT,0.01548
76.748,5.262,0.150,CONTACT,0.01551
76.799,5.972,0.150,CONTACT,0.01551
76.849,6.370,0.150,CONTACT,0.01549
76.899,5.676,0.150,CONTACT,0.01550
76.955,5.458,0.150,CONTACT,0.01552
77.007,6.018,0.150,CONTACT,0.01552
77.058,6.419,0.150,CONTACT,0.01551
77.110,5.822,0.150,CONTACT,0.01551
77.165,5.437,0.150,CONTACT,0.01553
77.217,5.844,0.150,CONTACT,0.01554
77.268,6.389,0.150,CONTACT,0.01553
77.320,5.762,0.150,CONTACT,0.01553
77.372,5.544,0.150,CONTACT,0.01555
77.423,5.975,0.150,CONTACT,0.01555
77.473,6.454,0.150,CONTACT,0.01553
77.526,5.887,0.150,CONTACT,0.01554
77.578,5.603,0.150,CONTACT,0.01555
77.629,6.005,0.150,CONTACT,0.01555
77.679,6.499,0.150,CONTACT,0.01553
77.732,5.939,0.150,CONTACT,0.01554
77.783,5.655,0.150,CONTACT,0.01555
77.834,6.082,0.150,CONTACT,0.01555
77.885,6.561,0.150,CONTACT,0.01553
77.937,5.973,0.150,CONTACT,0.01553
77.989,5.677,0.150,CONTACT,0.01554
78.039,6.078,0.150,CONTACT,0.01554
78.091,6.575,0.150,CONTACT,0.01552
78.144,6.036,0.150,CONTACT,0.01552
78.194,5.680,0.150,CONTACT,0.01553
78.249,6.098,0.150,CONTACT,0.01552
78.300,6.618,0.150,CONTACT,0.01550
78.352,6.169,0.150,CONTACT,0.01550
78.403,5.721,0.150,CONTACT,0.01551
78.458,6.161,0.150,CONTACT,0.01550
78.510,6.613,0.150,CONTACT,0.01548
78.562,6.054,0.150,CONTACT,0.01548
78.614,5.677,0.150,CONTACT,0.01549
78.669,6.244,0.150,CONTACT,0.01548
78.720,6.625,0.150,CONTACT,0.01546
78.773,6.173,0.150,CONTACT,0.01545
78.823,5.447,0.150,CONTACT,0.01547
78.875,5.594,0.150,CONTACT,0.01549
78.927,5.846,0.150,CONTACT,0.01549
78.980,5.659,0.150,CONTACT,0.01550
79.031,5.582,0.150,CONTACT,0.01552
79.082,6.393,0.150,CONTACT,0.01550
79.134,6.749,0.150,CONTACT,0.01548
79.184,6.433,0.150,CONTACT,0.01546
79.236,5.936,0.150,CONTACT,0.01547
79.288,6.372,0.150,CONTACT,0.01545
79.339,6.543,0.150,CONTACT,0.01544
79.391,6.066,0.150,CONTACT,0.01543
79.442,5.453,0.150,CONTACT,0.01545
79.493,5.961,0.150,CONTACT,0.01545
79.545,6.199,0.150,CONTACT,0.01545
79.596,5.871,0.150,CONTACT,0.01545
79.648,5.399,0.150,CONTACT,0.01547
79.699,5.982,0.150,CONTACT,0.01547
79.751,6.267,0.150,CONTACT,0.01546
79.803,5.930,0.150,CONTACT,0.01546
79.854,5.523,0.150,CONTACT,0.01548
79.905,6.041,0.150,CONTACT,0.01548
79.960,6.283,0.150,CONTACT,0.01547
80.011,5.827,0.150,CONTACT,0.01548
80.062,5.672,0.150,CONTACT,0.01549
80.113,6.091,0.150,CONTACT,0.01548
80.165,6.316,0.150,CONTACT,0.01547
80.217,6.055,0.150,CONTACT,0.01547
80.270,5.880,0.150,CONTACT,0.01547
80.322,6.197,0.150,CONTACT,0.01547
80.374,6.336,0.150,CONTACT,0.01546
80.425,6.052,0.150,CONTACT,0.01546
80.476,5.758,0.150,CONTACT,0.01546
80.527,6.163,0.150,CONTACT,0.01546
80.578,6.317,0.150,CONTACT,0.01545
80.629,5.986,0.150,CONTACT,0.01545
80.679,5.734,0.150,CONTACT,0.01546
80.730,6.107,0.150,CONTACT,0.01545
80.782,6.278,0.150,CONTACT,0.01544
80.834,5.817,0.150,CONTACT,0.01545
80.886,5.483,0.150,CONTACT,0.01547
80.938,5.985,0.150,CONTACT,0.01547
80.990,6.328,0.150,CONTACT,0.01546
81.043,5.807,0.150,CONTACT,0.01546
81.094,5.408,0.150,CONTACT,0.01548
81.145,6.138,0.150,CONTACT,0.01548
81.196,6.498,0.150,CONTACT,0.01546
81.246,5.779,0.150,CONTACT,0.01547
81.297,5.472,0.150,CONTACT,0.01549
81.350,6.094,0.150,CONTACT,0.01548
81.401,6.648,0.150,CONTACT,0.01546
81.452,5.920,0.150,CONTACT,0.01546
81.504,5.602,0.150,CONTACT,0.01548
81.555,6.346,0.150,CONTACT,0.01547
81.606,6.726,0.150,CONTACT,0.01544
81.658,5.976,0.150,CONTACT,0.01544
81.709,5.454,0.150,CONTACT,0.01546
81.760,5.631,0.150,CONTACT,0.01547
81.811,5.990,0.150,CONTACT,0.01547
81.864,5.679,0.150,CONTACT,0.01548
81.916,5.387,0.150,CONTACT,0.01550
81.969,6.166,0.150,CONTACT,0.01550
82.020,6.878,0.150,CONTACT,0.01547
82.071,6.163,0.150,CONTACT,0.01546
82.124,5.815,0.150,CONTACT,0.01547
82.174,6.383,0.150,CONTACT,0.01546
82.225,6.715,0.150,CONTACT,0.01543
82.275,5.916,0.150,CONTACT,0.01544
82.327,5.572,0.150,CONTACT,0.01545
82.378,5.951,0.150,CONTACT,0.01545
82.430,6.395,0.150,CONTACT,0.01544
82.480,5.764,0.150,CONTACT,0.01545
82.533,5.508,0.150,CONTACT,0.01546
82.583,5.916,0.150,CONTACT,0.01547
82.634,6.381,0.150,CONTACT,0.01545
82.686,5.775,0.150,CONTACT,0.01546
82.738,5.454,0.150,CONTACT,0.01548
82.790,5.724,0.150,CONTACT,0.01549
82.842,6.350,0.150,CONTACT,0.01548
82.894,5.788,0.150,CONTACT,0.01548
82.945,5.643,0.150,CONTACT,0.01550
82.996,5.945,0.150,CONTACT,0.01550
83.047,6.511,0.150,CONTACT,0.01548
83.099,5.859,0.150,CONTACT,0.01549
83.150,5.597,0.150,CONTACT,0.01550
83.203,6.006,0.150,CONTACT,0.01550
83.256,6.470,0.150,CONTACT,0.01548
83.308,5.943,0.150,CONTACT,0.01549
83.360,5.567,0.150,CONTACT,0.01550
83.413,6.078,0.150,CONTACT,0.01550
83.464,6.461,0.150,CONTACT,0.01548
83.516,6.105,0.150,CONTACT,0.01548
83.567,5.662,0.150,CONTACT,0.01549
83.618,6.225,0.150,CONTACT,0.01548
83.669,6.475,0.150,CONTACT,0.01547
83.721,6.135,0.150,CONTACT,0.01546
83.772,5.660,0.150,CONTACT,0.01547
83.823,6.201,0.150,CONTACT,0.01547
83.875,6.444,0.150,CONTACT,0.01545
83.926,5.877,0.150,CONTACT,0.01546
83.977,5.703,0.150,CONTACT,0.01547
84.029,6.230,0.150,CONTACT,0.01546
84.081,6.479,0.150,CONTACT,0.01544
84.133,6.126,0.150,CONTACT,0.01544
84.183,5.675,0.150,CONTACT,0.01545
84.236,6.150,0.150,CONTACT,0.01544
84.287,6.499,0.150,CONTACT,0.01543
84.340,6.114,0.150,CONTACT,0.01542
84.390,5.603,0.150,CONTACT,0.01544
84.441,6.228,0.150,CONTACT,0.01543
84.493,6.532,0.150,CONTACT,0.01541
84.544,6.219,0.150,CONTACT,0.01540
84.595,5.634,0.150,CONTACT,0.01542
84.645,5.771,0.150,CONTACT,0.01542
84.696,6.029,0.150,CONTACT,0.01542
84.750,5.902,0.150,CONTACT,0.01543
84.802,5.847,0.150,CONTACT,0.01543
84.854,6.294,0.150,CONTACT,0.01542
84.905,6.596,0.150,CONTACT,0.01540
84.956,6.257,0.150,CONTACT,0.01539
85.008,5.904,0.150,CONTACT,0.01540
85.058,6.275,0.150,CONTACT,0.01539
85.110,6.365,0.150,CONTACT,0.01537
85.161,5.995,0.150,CONTACT,0.01537
85.213,5.650,0.150,CONTACT,0.01539
85.265,5.992,0.150,CONTACT,0.01539
85.315,6.180,0.150,CONTACT,0.01538
85.367,5.833,0.150,CONTACT,0.01539
85.419,5.477,0.150,CONTACT,0.01540
85.469,5.961,0.150,CONTACT,0.01540
85.522,6.168,0.150,CONTACT,0.01540
85.576,5.703,0.150,CONTACT,0.01541
85.627,5.357,0.150,CONTACT,0.01543
85.678,5.990,0.150,CONTACT,0.01543
85.728,6.299,0.150,CONTACT,0.01542
85.780,5.577,0.150,CONTACT,0.01544
85.832,5.415,0.150,CONTACT,0.01545
85.883,5.902,0.150,CONTACT,0.01546
85.938,6.474,0.150,CONTACT,0.01544
85.990,6.157,0.150,CONTACT,0.01544
86.041,5.654,0.150,CONTACT,0.01545
86.092,6.199,0.150,CONTACT,0.01544
86.143,6.460,0.150,CONTACT,0.01543
86.195,5.673,0.150,CONTACT,0.01544
86.247,5.273,0.150,CONTACT,0.01546
86.299,5.880,0.150,CONTACT,0.01547
86.350,6.383,0.150,CONTACT,0.01545
86.402,5.797,0.150,CONTACT,0.01546
86.454,5.528,0.150,CONTACT,0.01548
86.505,5.973,0.150,CONTACT,0.01548
86.556,6.521,0.150,CONTACT,0.01546
86.608,6.038,0.150,CONTACT,0.01546
86.661,5.617,0.150,CONTACT,0.01547
86.712,6.002,0.150,CONTACT,0.01547
86.764,6.568,0.150,CONTACT,0.01545
86.816,6.129,0.150,CONTACT,0.01545
86.867,5.681,0.150,CONTACT,0.01546
86.919,6.018,0.150,CONTACT,0.01546
86.971,6.590,0.150,CONTACT,0.01544
87.023,6.135,0.150,CONTACT,0.01543
87.073,5.633,0.150,CONTACT,0.01545
87.125,6.017,0.150,CONTACT,0.01544
87.177,6.599,0.150,CONTACT,0.01542
87.228,5.923,0.150,CONTACT,0.01543
87.279,5.766,0.150,CONTACT,0.01543
87.330,6.089,0.150,CONTACT,0.01543
87.382,6.670,0.150,CONTACT,0.01541
87.439,6.225,0.150,CONTACT,0.01540
87.489,5.543,0.150,CONTACT,0.01542
87.542,5.818,0.150,CONTACT,0.01542
87.593,6.180,0.150,CONTACT,0.01542
87.645,5.887,0.150,CONTACT,0.01542
87.697,5.560,0.150,CONTACT,0.01544
87.748,6.326,0.150,CONTACT,0.01543
87.799,6.653,0.150,CONTACT,0.01540
87.850,6.282,0.150,CONTACT,0.01539
87.903,5.761,0.150,CONTACT,0.01540
87.954,6.274,0.150,CONTACT,0.01539
88.006,6.493,0.150,CONTACT,0.01538
88.056,6.055,0.150,CONTACT,0.01537
88.108,5.545,0.150,CONTACT,0.01539
88.158,6.047,0.150,CONTACT,0.01539
88.209,6.269,0.150,CONTACT,0.01538
88.260,5.868,0.150,CONTACT,0.01538
88.312,5.488,0.150,CONTACT,0.01540
88.364,5.930,0.150,CONTACT,0.01540
88.416,6.262,0.150,CONTACT,0.01539
88.468,5.888,0.150,CONTACT,0.01540
88.519,5.423,0.150,CONTACT,0.01542
88.570,6.001,0.150,CONTACT,0.01542
88.622,6.304,0.150,CONTACT,0.01541
88.673,5.796,0.150,CONTACT,0.01541
88.723,5.666,0.150,CONTACT,0.01542
88.774,6.179,0.150,CONTACT,0.01542
88.827,6.394,0.150,CONTACT,0.01541
88.878,6.113,0.150,CONTACT,0.01540
88.929,5.812,0.150,CONTACT,0.01541
88.979,6.216,0.150,CONTACT,0.01540
89.032,6.335,0.150,CONTACT,0.01539
89.083,6.018,0.150,CONTACT,0.01539
89.135,5.745,0.150,CONTACT,0.01540
89.186,6.132,0.150,CONTACT,0.01539
89.237,6.255,0.150,CONTACT,0.01538
89.288,5.928,0.150,CONTACT,0.01539
89.340,5.655,0.150,CONTACT,0.01540
89.391,6.014,0.150,CONTACT,0.01540
89.442,6.303,0.150,CONTACT,0.01539
89.493,5.966,0.150,CONTACT,0.01539
89.545,5.763,0.150,CONTACT,0.01540
89.597,6.125,0.150,CONTACT,0.01539
89.647,6.369,0.150,CONTACT,0.01538
89.702,5.794,0.150,CONTACT,0.01539
89.752,5.513,0.150,CONTACT,0.01540
89.803,6.141,0.150,CONTACT,0.01540
89.854,6.421,0.150,CONTACT,0.01539
89.905,5.665,0.150,CONTACT,0.01540
89.957,5.353,0.150,CONTACT,0.01542
90.008,6.133,0.150,CONTACT,0.01541
90.059,6.564,0.150,CONTACT,0.01539
90.110,5.876,0.150,CONTACT,0.01540
90.162,5.508,0.150,CONTACT,0.01542
90.213,6.144,0.150,CONTACT,0.01541
90.265,6.715,0.150,CONTACT,0.01539
90.317,5.927,0.150,CONTACT,0.01539
90.368,5.529,0.150,CONTACT,0.01540
90.418,6.074,0.150,CONTACT,0.01540
90.471,6.564,0.150,CONTACT,0.01538
90.523,6.028,0.150,CONTACT,0.01538
90.574,5.514,0.150,CONTACT,0.01540
90.626,6.121,0.150,CONTACT,0.01539
90.678,6.627,0.150,CONTACT,0.01537
90.728,6.072,0.150,CONTACT,0.01537
90.779,5.595,0.150,CONTACT,0.01538
90.830,6.036,0.150,CONTACT,0.01538
90.881,6.542,0.150,CONTACT,0.01537
90.933,5.968,0.150,CONTACT,0.01537
90.985,5.446,0.150,CONTACT,0.01539
91.037,5.796,0.150,CONTACT,0.01539
91.088,6.355,0.150,CONTACT,0.01538
91.139,5.947,0.150,CONTACT,0.01538
91.190,5.517,0.150,CONTACT,0.01540
91.241,5.845,0.150,CONTACT,0.01540
91.293,6.403,0.150,CONTACT,0.01539
91.345,5.952,0.150,CONTACT,0.01539
91.397,5.762,0.150,CONTACT,0.01540
91.447,5.879,0.150,CONTACT,0.01540
91.499,6.429,0.150,CONTACT,0.01539
91.552,5.830,0.150,CONTACT,0.01539
91.602,5.463,0.150,CONTACT,0.01541
91.655,5.879,0.150,CONTACT,0.01542
91.706,6.375,0.150,CONTACT,0.01540
91.758,5.878,0.150,CONTACT,0.01541
91.810,5.598,0.150,CONTACT,0.01542
91.865,6.113,0.150,CONTACT,0.01542
91.916,6.454,0.150,CONTACT,0.01540
91.967,6.055,0.150,CONTACT,0.01540
92.020,5.662,0.150,CONTACT,0.01541
92.071,6.180,0.150,CONTACT,0.01541
92.122,6.411,0.150,CONTACT,0.01539
92.172,6.052,0.150,CONTACT,0.01539
92.224,5.622,0.150,CONTACT,0.01540
92.274,6.161,0.150,CONTACT,0.01540
92.326,6.397,0.150,CONTACT,0.01538
92.377,6.031,0.150,CONTACT,0.01538
92.429,5.612,0.150,CONTACT,0.01540
92.480,6.166,0.150,CONTACT,0.01539
92.531,6.408,0.150,CONTACT,0.01538
92.583,6.021,0.150,CONTACT,0.01538
92.634,5.576,0.150,CONTACT,0.01539
92.686,6.074,0.150,CONTACT,0.01539
92.737,6.444,0.150,CONTACT,0.01537
92.790,6.058,0.150,CONTACT,0.01537
92.842,5.620,0.150,CONTACT,0.01538
92.893,6.225,0.150,CONTACT,0.01538
92.948,6.516,0.150,CONTACT,0.01536
93.000,5.964,0.150,CONTACT,0.01536
93.052,5.775,0.150,CONTACT,0.01537
93.104,6.295,0.150,CONTACT,0.01536
93.159,6.587,0.150,CONTACT,0.01534
93.211,6.148,0.150,CONTACT,0.01533
93.264,5.722,0.150,CONTACT,0.01534
93.315,6.291,0.150,CONTACT,0.01533
93.365,6.572,0.150,CONTACT,0.01531
93.417,6.259,0.150,CONTACT,0.01531
93.469,5.686,0.150,CONTACT,0.01532
93.521,6.058,0.150,CONTACT,0.01531
93.573,6.316,0.150,CONTACT,0.01530
93.623,5.874,0.150,CONTACT,0.01531
93.675,5.792,0.150,CONTACT,0.01531
93.727,6.191,0.150,CONTACT,0.01531
93.779,6.325,0.150,CONTACT,0.01530
93.830,6.002,0.150,CONTACT,0.01530
93.883,5.839,0.150,CONTACT,0.01530
93.935,6.099,0.150,CONTACT,0.01530
93.987,6.201,0.150,CONTACT,0.01529
94.040,5.734,0.150,CONTACT,0.01530
94.093,5.392,0.150,CONTACT,0.01532
94.145,5.814,0.150,CONTACT,0.01533
94.196,6.109,0.150,CONTACT,0.01532
94.248,5.609,0.150,CONTACT,0.01534
94.300,5.190,0.150,CONTACT,0.01536
94.352,5.835,0.150,CONTACT,0.01537
94.404,6.371,0.150,CONTACT,0.01536
94.456,5.629,0.150,CONTACT,0.01537
94.507,5.385,0.150,CONTACT,0.01539
94.559,5.957,0.150,CONTACT,0.01539
94.609,6.441,0.150,CONTACT,0.01538
94.661,5.762,0.150,CONTACT,0.01539
94.713,5.530,0.150,CONTACT,0.01540
94.761,6.839,0.150,CONTACT,0.01537
94.813,7.802,0.150,CONTACT,0.01531
94.869,6.224,0.150,CONTACT,0.01531
94.923,5.287,0.150,CONTACT,0.01533
94.974,5.784,0.150,CONTACT,0.01534
95.024,6.122,0.150,CONTACT,0.01533
95.074,5.342,0.150,CONTACT,0.01535
95.126,5.166,0.150,CONTACT,0.01538
95.176,5.644,0.150,CONTACT,0.01539
95.228,6.358,0.150,CONTACT,0.01538
95.279,5.797,0.150,CONTACT,0.01539
95.331,5.621,0.150,CONTACT,0.01540
95.381,5.945,0.150,CONTACT,0.01540
95.433,6.571,0.150,CONTACT,0.01538
95.485,5.967,0.150,CONTACT,0.01539
95.536,5.812,0.150,CONTACT,0.01539
95.586,6.116,0.150,CONTACT,0.01539
95.639,6.658,0.150,CONTACT,0.01537
95.691,5.950,0.150,CONTACT,0.01537
95.741,5.688,0.150,CONTACT,0.01538
95.793,6.018,0.150,CONTACT,0.01538
95.845,6.627,0.150,CONTACT,0.01536
95.896,5.947,0.150,CONTACT,0.01536
95.946,5.791,0.150,CONTACT,0.01537
95.998,6.150,0.150,CONTACT,0.01536
96.049,6.727,0.150,CONTACT,0.01534
96.101,6.218,0.200,APPROACH,0.01434
96.344,9.346,0.200,APPROACH,0.01334
96.467,8.204,0.200,APPROACH,0.01234
96.629,0.907,0.000,APPROACH,0.00000
96.679,0.397,0.000,APPROACH,0.00040
96.730,0.178,0.000,APPROACH,0.00080
96.782,0.055,0.000,APPROACH,0.00120
96.834,0.021,0.000,APPROACH,0.00160
96.886,0.012,0.000,APPROACH,0.00200
96.938,0.005,0.000,APPROACH,0.00240
96.990,0.002,0.000,APPROACH,0.00280
97.041,0.001,0.000,APPROACH,0.00320
97.092,0.001,0.000,APPROACH,0.00360
97.143,0.001,0.000,APPROACH,0.00400
97.195,0.001,0.000,APPROACH,0.00440
97.246,0.001,0.000,APPROACH,0.00480
97.298,0.001,0.000,APPROACH,0.00520
97.350,0.001,0.000,APPROACH,0.00560
97.401,0.001,0.000,APPROACH,0.00600
97.451,0.001,0.000,APPROACH,0.00640
97.503,0.001,0.000,APPROACH,0.00680
97.554,0.001,0.000,APPROACH,0.00720
97.606,0.001,0.000,APPROACH,0.00760
97.656,0.001,0.000,APPROACH,0.00800
97.712,0.001,0.000,APPROACH,0.00840
97.763,0.001,0.000,APPROACH,0.00880
97.815,0.001,0.000,APPROACH,0.00920
97.866,0.001,0.000,APPROACH,0.00960
97.916,0.001,0.000,APPROACH,0.01000
97.968,0.001,0.000,APPROACH,0.01040
98.020,0.001,0.000,APPROACH,0.01080
98.072,0.001,0.000,APPROACH,0.01120
98.123,0.001,0.000,APPROACH,0.01160
98.175,0.001,0.000,APPROACH,0.01200
98.227,0.001,0.000,APPROACH,0.01240
98.278,0.001,0.000,APPROACH,0.01280
98.329,0.001,0.000,APPROACH,0.01320
98.380,0.001,0.000,APPROACH,0.01360
98.432,0.001,0.000,APPROACH,0.01400
98.483,0.240,0.000,APPROACH,0.01440
98.534,0.769,0.000,APPROACH,0.01480
98.586,0.945,0.000,APPROACH,0.01520
98.638,1.737,0.000,APPROACH,0.01560
98.688,4.086,0.000,APPROACH,0.01600
98.688,4.086,0.150,CONTACT,0.01600
98.998,8.429,0.150,CONTACT,0.01592
99.050,9.269,0.150,CONTACT,0.01581
99.103,10.323,0.150,CONTACT,0.01567
99.154,10.381,0.150,CONTACT,0.01552
99.204,8.748,0.150,CONTACT,0.01543
99.255,7.619,0.150,CONTACT,0.01537
99.307,7.421,0.150,CONTACT,0.01533
99.359,7.144,0.150,CONTACT,0.01529
99.409,6.364,0.150,CONTACT,0.01528
99.460,5.962,0.150,CONTACT,0.01528
99.512,6.141,0.150,CONTACT,0.01527
99.562,6.170,0.150,CONTACT,0.01527
99.613,5.829,0.150,CONTACT,0.01527
99.663,5.485,0.150,CONTACT,0.01529
99.715,5.925,0.150,CONTACT,0.01529
99.767,6.094,0.150,CONTACT,0.01529
99.817,5.614,0.150,CONTACT,0.01530
99.868,5.426,0.150,CONTACT,0.01532
99.919,5.972,0.150,CONTACT,0.01532
99.971,6.250,0.150,CONTACT,0.01531
100.028,5.578,0.150,CONTACT,0.01533
100.079,5.270,0.150,CONTACT,0.01535
100.128,5.886,0.150,CONTACT,0.01536
100.181,6.387,0.150,CONTACT,0.01534
100.235,5.713,0.150,CONTACT,0.01535
100.289,5.392,0.150,CONTACT,0.01537
100.341,6.099,0.150,CONTACT,0.01537
100.391,6.577,0.150,CONTACT,0.01535
100.443,6.001,0.150,CONTACT,0.01535
100.495,5.501,0.150,CONTACT,0.01537
100.546,6.132,0.150,CONTACT,0.01536
100.597,6.573,0.150,CONTACT,0.01534
100.647,5.968,0.150,CONTACT,0.01535
100.698,5.536,0.150,CONTACT,0.01536
100.750,6.204,0.150,CONTACT,0.01535
100.802,6.560,0.150,CONTACT,0.01534
100.854,5.865,0.150,CONTACT,0.01534
100.905,5.421,0.150,CONTACT,0.01536
100.956,6.138,0.150,CONTACT,0.01535
101.008,6.553,0.150,CONTACT,0.01534
101.060,5.892,0.150,CONTACT,0.01534
101.114,5.471,0.150,CONTACT,0.01536
101.165,6.120,0.150,CONTACT,0.01535
101.218,6.613,0.150,CONTACT,0.01533
101.270,6.053,0.150,CONTACT,0.01533
101.324,5.540,0.150,CONTACT,0.01535
101.376,6.058,0.150,CONTACT,0.01534
101.428,6.655,0.150,CONTACT,0.01532
101.479,5.884,0.150,CONTACT,0.01533
101.529,5.746,0.150,CONTACT,0.01533
101.581,6.151,0.150,CONTACT,0.01533
101.633,6.789,0.150,CONTACT,0.01530
101.685,6.164,0.150,CONTACT,0.01530
101.738,6.211,0.150,CONTACT,0.01529
101.790,7.079,0.150,CONTACT,0.01526
101.841,8.337,0.150,CONTACT,0.01518
101.891,7.301,0.150,CONTACT,0.01513
101.943,5.509,0.150,CONTACT,0.01515
101.995,5.300,0.150,CONTACT,0.01517
102.047,5.722,0.150,CONTACT,0.01518
102.097,5.145,0.150,CONTACT,0.01521
102.148,4.767,0.150,CONTACT,0.01525
102.200,5.310,0.150,CONTACT,0.01528
102.251,5.987,0.150,CONTACT,0.01528
102.302,5.782,0.150,CONTACT,0.01528
102.354,5.352,0.150,CONTACT,0.01530
102.405,6.007,0.150,CONTACT,0.01530
102.458,6.310,0.150,CONTACT,0.01529
102.510,5.966,0.150,CONTACT,0.01530
102.562,5.491,0.150,CONTACT,0.01531
102.613,6.057,0.150,CONTACT,0.01531
102.663,6.314,0.150,CONTACT,0.01530
102.716,5.932,0.150,CONTACT,0.01530
102.768,5.473,0.150,CONTACT,0.01532
102.819,6.044,0.150,CONTACT,0.01532
102.871,6.302,0.150,CONTACT,0.01531
102.923,5.938,0.150,CONTACT,0.01531
102.973,5.506,0.150,CONTACT,0.01533
103.025,5.994,0.150,CONTACT,0.01533
103.077,6.357,0.150,CONTACT,0.01532
103.129,6.002,0.150,CONTACT,0.01532
103.179,5.513,0.150,CONTACT,0.01533
103.229,6.112,0.150,CONTACT,0.01533
103.281,6.407,0.150,CONTACT,0.01531
103.333,6.061,0.150,CONTACT,0.01531
103.386,5.687,0.150,CONTACT,0.01532
103.436,6.184,0.150,CONTACT,0.01532
103.487,6.383,0.150,CONTACT,0.01530
103.537,6.059,0.150,CONTACT,0.01530
103.588,5.822,0.150,CONTACT,0.01531
103.641,6.165,0.150,CONTACT,0.01530
103.692,6.341,0.150,CONTACT,0.01529
103.744,5.988,0.150,CONTACT,0.01529
103.796,5.678,0.150,CONTACT,0.01530
103.847,6.135,0.150,CONTACT,0.01530
103.897,6.306,0.150,CONTACT,0.01529
103.948,5.986,0.150,CONTACT,0.01529
104.000,5.802,0.150,CONTACT,0.01529
104.053,6.174,0.150,CONTACT,0.01529
104.104,6.362,0.150,CONTACT,0.01528
104.154,6.009,0.150,CONTACT,0.01528
104.205,5.747,0.150,CONTACT,0.01528
104.258,6.199,0.150,CONTACT,0.01528
104.308,6.431,0.150,CONTACT,0.01526
104.360,5.813,0.150,CONTACT,0.01527
104.411,5.633,0.150,CONTACT,0.01528
104.463,6.331,0.150,CONTACT,0.01527
104.514,6.715,0.150,CONTACT,0.01525
