t,F_meas_N,speed_mps,mode,delta_m
6.8500,9.7200,0.2000,CONTACT,0.01003
6.8600,10.0285,0.2000,CONTACT,0.01002
6.8700,9.9819,0.2000,CONTACT,0.01002
6.8800,9.9234,0.2000,CONTACT,0.01003
6.8900,10.0275,0.2000,CONTACT,0.01003
6.9000,9.9763,0.2000,CONTACT,0.01003
6.9100,9.9165,0.2000,CONTACT,0.01004
6.9200,9.8012,0.2000,CONTACT,0.01006
6.9300,10.2348,0.2000,CONTACT,0.01004
6.9400,10.2914,0.2000,CONTACT,0.01001
6.9500,9.6314,0.2000,CONTACT,0.01005
6.9600,10.1075,0.2000,CONTACT,0.01003
6.9700,10.1582,0.2000,CONTACT,0.01002
6.9800,10.0587,0.2000,CONTACT,0.01001
6.9900,9.9871,0.2000,CONTACT,0.01001
7.0000,9.7252,0.2000,CONTACT,0.01004
7.0100,9.8743,0.2000,CONTACT,0.01006
7.0200,9.6613,0.2000,CONTACT,0.01009
7.0300,10.0408,0.2000,CONTACT,0.01009
7.0400,10.1984,0.2000,CONTACT,0.01007
7.0500,9.9830,0.2000,CONTACT,0.01007
7.0600,10.2922,0.2000,CONTACT,0.01004
7.0700,10.2085,0.2000,CONTACT,0.01001
7.0800,10.2430,0.2000,CONTACT,0.00999
7.0900,10.0489,0.2000,CONTACT,0.00998
7.1000,9.9443,0.2000,CONTACT,0.00999
7.1100,9.7731,0.2000,CONTACT,0.01001
7.1200,9.8955,0.2000,CONTACT,0.01002
7.1300,10.0220,0.2000,CONTACT,0.01002
7.1400,10.1482,0.2000,CONTACT,0.01001
7.1500,9.8742,0.2000,CONTACT,0.01002
7.1600,9.7767,0.2000,CONTACT,0.01004
7.1700,10.1495,0.2000,CONTACT,0.01003
7.1800,10.5025,0.2000,CONTACT,0.00997
7.1900,9.7767,0.2000,CONTACT,0.01000
7.2000,9.8285,0.2000,CONTACT,0.01002
7.2100,10.1470,0.2000,CONTACT,0.01000
7.2200,10.0576,0.2000,CONTACT,0.00999
7.2300,10.0604,0.2000,CONTACT,0.00999
7.2400,9.8467,0.2000,CONTACT,0.01000
7.2500,9.8028,0.2000,CONTACT,0.01002
7.2600,9.8238,0.2000,CONTACT,0.01004
7.2700,10.5821,0.2000,CONTACT,0.00998
7.2800,9.9195,0.2000,CONTACT,0.00999
7.2900,9.8957,0.2000,CONTACT,0.01000
7.3000,9.9399,0.2000,CONTACT,0.01001
7.3100,9.9186,0.2000,CONTACT,0.01002
7.3200,9.8550,0.2000,CONTACT,0.01003
7.3300,10.2363,0.2000,CONTACT,0.01001
7.3400,9.7491,0.2000,CONTACT,0.01003
7.3500,10.0992,0.2000,CONTACT,0.01002
7.3600,10.1142,0.2000,CONTACT,0.01001
7.3700,9.7009,0.2000,CONTACT,0.01004
7.3800,10.1168,0.2000,CONTACT,0.01003
7.3900,9.8013,0.2000,CONTACT,0.01005
7.4000,10.0466,0.2000,CONTACT,0.01005
7.4100,10.0215,0.2000,CONTACT,0.01004
7.4200,10.0319,0.2000,CONTACT,0.01004
7.4300,9.7785,0.2000,CONTACT,0.01007
7.4400,10.1651,0.2000,CONTACT,0.01005
7.4500,9.9603,0.2000,CONTACT,0.01005
7.4600,9.9387,0.2000,CONTACT,0.01006
7.4700,10.1720,0.2000,CONTACT,0.01004
7.4800,10.2468,0.2000,CONTACT,0.01001
7.4900,10.0971,0.2000,CONTACT,0.01000
7.5000,10.3250,0.2000,CONTACT,0.00997
7.5100,10.0363,0.2000,CONTACT,0.00996
7.5200,10.2403,0.2000,CONTACT,0.00993
7.5300,9.9297,0.2000,CONTACT,0.00994
7.5400,10.4297,0.2000,CONTACT,0.00989
7.5500,10.2391,0.2000,CONTACT,0.00987
7.5600,9.5741,0.2000,CONTACT,0.00992
7.5700,9.8356,0.2000,CONTACT,0.00993
7.5800,9.6902,0.2000,CONTACT,0.00997
7.5900,10.0721,0.2000,CONTACT,0.00996
7.6000,10.3022,0.2000,CONTACT,0.00993
7.6100,10.4601,0.2000,CONTACT,0.00988
7.6200,9.9437,0.2000,CONTACT,0.00988
7.6300,9.6646,0.2000,CONTACT,0.00992
7.6400,9.9441,0.2000,CONTACT,0.00993
7.6500,9.9641,0.2000,CONTACT,0.00993
7.6600,10.0795,0.2000,CONTACT,0.00992
7.6700,9.8514,0.2000,CONTACT,0.00994
7.6800,10.4049,0.2000,CONTACT,0.00989
7.6900,9.6118,0.2000,CONTACT,0.00993
7.7000,9.5273,0.2000,CONTACT,0.00999
7.7100,10.1796,0.2000,CONTACT,0.00997
7.7200,9.7703,0.2000,CONTACT,0.00999
7.7300,9.9220,0.2000,CONTACT,0.01000
7.7400,10.3471,0.2000,CONTACT,0.00996
7.7500,10.0991,0.2000,CONTACT,0.00995
7.7600,9.8851,0.2000,CONTACT,0.00996
7.7700,9.6452,0.2000,CONTACT,0.01000
7.7800,10.0368,0.2000,CONTACT,0.01000
7.7900,10.0319,0.2000,CONTACT,0.01000
7.8000,10.0985,0.2000,CONTACT,0.00999
7.8100,10.0586,0.2000,CONTACT,0.00998
7.8200,10.0197,0.2000,CONTACT,0.00998
7.8300,10.1741,0.2000,CONTACT,0.00996
7.8400,10.1776,0.2000,CONTACT,0.00994
7.8500,10.3337,0.2000,CONTACT,0.00990
7.8600,9.8168,0.2000,CONTACT,0.00992
7.8700,9.6309,0.2000,CONTACT,0.00996
7.8800,10.1460,0.2000,CONTACT,0.00995
7.8900,10.1329,0.2000,CONTACT,0.00993
7.9000,9.9156,0.2000,CONTACT,0.00994
7.9100,10.3234,0.2000,CONTACT,0.00990
7.9200,9.7809,0.2000,CONTACT,0.00993
7.9300,9.7916,0.2000,CONTACT,0.00995
7.9400,10.1359,0.2000,CONTACT,0.00994
7.9500,9.9675,0.2000,CONTACT,0.00994
7.9600,10.1658,0.2000,CONTACT,0.00992
7.9700,9.6569,0.2000,CONTACT,0.00996
7.9800,10.0094,0.2000,CONTACT,0.00996
7.9900,10.1245,0.2000,CONTACT,0.00995
8.0000,9.8191,0.2000,CONTACT,0.00997
8.0100,9.8537,0.2000,CONTACT,0.00998
8.0200,10.0279,0.2000,CONTACT,0.00998
8.0300,10.2548,0.2000,CONTACT,0.00995
8.0400,10.0203,0.2000,CONTACT,0.00995
8.0500,9.8275,0.2000,CONTACT,0.00997
8.0600,10.2119,0.2000,CONTACT,0.00994
8.0700,9.8872,0.2000,CONTACT,0.00996
8.0800,10.0077,0.2000,CONTACT,0.00996
8.0900,9.9228,0.2000,CONTACT,0.00996
8.1000,10.3012,0.2000,CONTACT,0.00993
8.1100,10.2168,0.2000,CONTACT,0.00991
8.1200,9.7612,0.2000,CONTACT,0.00993
8.1300,9.6041,0.2000,CONTACT,0.00998
8.1400,9.8269,0.2000,CONTACT,0.01000
8.1500,9.9784,0.2000,CONTACT,0.01000
8.1600,9.9272,0.2000,CONTACT,0.01001
8.1700,9.9909,0.2000,CONTACT,0.01001
8.1800,10.2061,0.2000,CONTACT,0.00998
8.1900,9.8293,0.2000,CONTACT,0.01000
8.2000,10.0413,0.2000,CONTACT,0.01000
8.2100,10.1902,0.2000,CONTACT,0.00998
8.2200,10.1886,0.2000,CONTACT,0.00996
8.2300,10.0940,0.2000,CONTACT,0.00995
8.2400,10.2236,0.2000,CONTACT,0.00992
8.2500,9.9567,0.2000,CONTACT,0.00993
8.2600,10.1468,0.2000,CONTACT,0.00991
8.2700,9.8206,0.2000,CONTACT,0.00993
8.2800,9.7158,0.2000,CONTACT,0.00996
8.2900,10.0520,0.2000,CONTACT,0.00996
8.3000,9.7615,0.2000,CONTACT,0.00998
8.3100,9.9955,0.2000,CONTACT,0.00998
8.3200,10.1316,0.2000,CONTACT,0.00997
8.3300,9.8860,0.2000,CONTACT,0.00998
8.3400,9.9630,0.2000,CONTACT,0.00999
8.3500,10.1046,0.2000,CONTACT,0.00997
8.3600,10.1904,0.2000,CONTACT,0.00995
8.3700,9.9026,0.2000,CONTACT,0.00996
8.3800,9.7054,0.2000,CONTACT,0.01000
8.3900,10.0555,0.2000,CONTACT,0.00999
8.4000,9.8613,0.2000,CONTACT,0.01001
8.4100,10.1974,0.2000,CONTACT,0.00998
8.4200,10.1565,0.2000,CONTACT,0.00997
8.4300,10.2191,0.2000,CONTACT,0.00994
8.4400,10.0985,0.2000,CONTACT,0.00993
8.4500,9.8802,0.2000,CONTACT,0.00994
8.4600,10.2124,0.2000,CONTACT,0.00992
8.4700,10.0774,0.2000,CONTACT,0.00991
8.4800,10.0039,0.2000,CONTACT,0.00991
8.4900,10.2024,0.2000,CONTACT,0.00989
8.5000,9.8554,0.2000,CONTACT,0.00990
8.5100,9.6859,0.2000,CONTACT,0.00994
8.5200,10.1160,0.2000,CONTACT,0.00993
8.5300,9.9547,0.2000,CONTACT,0.00993
8.5400,10.1966,0.2000,CONTACT,0.00991
8.5500,9.7636,0.2000,CONTACT,0.00994
8.5600,9.6978,0.2000,CONTACT,0.00997
8.5700,9.9729,0.2000,CONTACT,0.00997
8.5800,9.7948,0.2000,CONTACT,0.01000
8.5900,9.9242,0.2000,CONTACT,0.01000
8.6000,10.2394,0.2000,CONTACT,0.00998
8.6100,10.0397,0.2000,CONTACT,0.00997
8.6200,9.9902,0.2000,CONTACT,0.00997
8.6300,9.9486,0.2000,CONTACT,0.00998
8.6400,10.0439,0.2000,CONTACT,0.00998
8.6500,10.0829,0.2000,CONTACT,0.00997
8.6600,9.7661,0.2000,CONTACT,0.00999
8.6700,9.9591,0.2000,CONTACT,0.01000
8.6800,10.1115,0.2000,CONTACT,0.00998
8.6900,10.1210,0.2000,CONTACT,0.00997
8.7000,9.8896,0.2000,CONTACT,0.00998
8.7100,10.1026,0.2000,CONTACT,0.00997
8.7200,10.0486,0.2000,CONTACT,0.00997
8.7300,10.1104,0.2000,CONTACT,0.00995
8.7400,9.9301,0.2000,CONTACT,0.00996
8.7500,10.2652,0.2000,CONTACT,0.00993
8.7600,9.9380,0.2000,CONTACT,0.00994
8.7700,9.5527,0.2000,CONTACT,0.00999
8.7800,10.0424,0.2000,CONTACT,0.00998
8.7900,10.2105,0.2000,CONTACT,0.00996
8.8000,9.9966,0.2000,CONTACT,0.00996
8.8100,10.0974,0.2000,CONTACT,0.00995
8.8200,10.0371,0.2000,CONTACT,0.00995
8.8300,10.2060,0.2000,CONTACT,0.00992
8.8400,9.9516,0.2000,CONTACT,0.00993
8.8500,9.7852,0.2000,CONTACT,0.00995
8.8600,9.7449,0.2000,CONTACT,0.00998
8.8700,9.4382,0.2000,CONTACT,0.01004
8.8800,10.1403,0.2000,CONTACT,0.01003
8.8900,9.7770,0.2000,CONTACT,0.01005
8.9000,10.2418,0.2000,CONTACT,0.01003
8.9100,9.8633,0.2000,CONTACT,0.01004
8.9200,10.3292,0.2000,CONTACT,0.01000
8.9300,9.6428,0.2000,CONTACT,0.01004
8.9400,9.6227,0.2000,CONTACT,0.01009
8.9500,10.4102,0.2000,CONTACT,0.01004
8.9600,10.1461,0.2000,CONTACT,0.01002
8.9700,10.2691,0.2000,CONTACT,0.00999
8.9800,10.4700,0.2000,CONTACT,0.00994
8.9900,9.9961,0.2000,CONTACT,0.00994
9.0000,9.7276,0.2000,CONTACT,0.00997
9.0100,9.9140,0.2000,CONTACT,0.00998
9.0200,9.8966,0.2000,CONTACT,0.00999
9.0300,10.1325,0.2000,CONTACT,0.00998
9.0400,10.3007,0.2000,CONTACT,0.00995
9.0500,9.9827,0.2000,CONTACT,0.00995
9.0600,10.1596,0.2000,CONTACT,0.00993
9.0700,10.0002,0.2000,CONTACT,0.00993
9.0800,10.1444,0.2000,CONTACT,0.00991
9.0900,9.5695,0.2000,CONTACT,0.00996
9.1000,10.1499,0.2000,CONTACT,0.00994
9.1100,10.1562,0.2000,CONTACT,0.00993
9.1200,10.2801,0.2000,CONTACT,0.00990
9.1300,9.9586,0.2000,CONTACT,0.00990
9.1400,10.0021,0.2000,CONTACT,0.00990
9.1500,9.3953,0.2000,CONTACT,0.00997
9.1600,9.7097,0.2000,CONTACT,0.01000
9.1700,10.0542,0.2000,CONTACT,0.00999
9.1800,10.0128,0.2000,CONTACT,0.00999
9.1900,9.8221,0.2000,CONTACT,0.01001
9.2000,10.2684,0.2000,CONTACT,0.00998
9.2100,9.8721,0.2000,CONTACT,0.01000
9.2200,9.6209,0.2000,CONTACT,0.01004
9.2300,10.3772,0.2000,CONTACT,0.01000
9.2400,9.8812,0.2000,CONTACT,0.01001
9.2500,10.0733,0.2000,CONTACT,0.01000
9.2600,9.8035,0.2000,CONTACT,0.01002
9.2700,10.4237,0.2000,CONTACT,0.00998
9.2800,10.3301,0.2000,CONTACT,0.00994
9.2900,10.1571,0.2000,CONTACT,0.00992
9.3000,9.7637,0.2000,CONTACT,0.00995
9.3100,9.7536,0.2000,CONTACT,0.00998
9.3200,9.7403,0.2000,CONTACT,0.01001
9.3300,10.1333,0.2000,CONTACT,0.00999
9.3400,9.8800,0.2000,CONTACT,0.01000
9.3500,9.8715,0.2000,CONTACT,0.01002
9.3600,10.3367,0.2000,CONTACT,0.00998
9.3700,9.8739,0.2000,CONTACT,0.00999
9.3800,10.0379,0.2000,CONTACT,0.00999
9.3900,10.2412,0.2000,CONTACT,0.00996
9.4000,10.1788,0.2000,CONTACT,0.00994
9.4100,9.5290,0.2000,CONTACT,0.01000
9.4200,10.1151,0.2000,CONTACT,0.00998
9.4300,10.3243,0.2000,CONTACT,0.00995
9.4400,9.7429,0.2000,CONTACT,0.00998
9.4500,9.8322,0.2000,CONTACT,0.00999
9.4600,9.8123,0.2000,CONTACT,0.01002
9.4700,9.6462,0.2000,CONTACT,0.01005
9.4800,10.3530,0.2000,CONTACT,0.01002
9.4900,9.7882,0.2000,CONTACT,0.01004
9.5000,9.9084,0.2000,CONTACT,0.01005
9.5100,9.8951,0.2000,CONTACT,0.01006
9.5200,10.1185,0.2000,CONTACT,0.01005
9.5300,10.3056,0.2000,CONTACT,0.01001
9.5400,10.2663,0.2000,CONTACT,0.00998
9.5500,10.3353,0.2000,CONTACT,0.00995
9.5600,9.8068,0.2000,CONTACT,0.00997
9.5700,10.0817,0.2000,CONTACT,0.00996
9.5800,9.9361,0.2000,CONTACT,0.00997
9.5900,9.7760,0.2000,CONTACT,0.00999
9.6000,10.1476,0.2000,CONTACT,0.00997
9.6100,10.0126,0.2000,CONTACT,0.00997
9.6200,10.0764,0.2000,CONTACT,0.00996
9.6300,9.9651,0.2000,CONTACT,0.00997
9.6400,9.8313,0.2000,CONTACT,0.00999
9.6500,9.6245,0.2000,CONTACT,0.01003
9.6600,10.3340,0.2000,CONTACT,0.00999
9.6700,9.9698,0.2000,CONTACT,0.01000
9.6800,9.9236,0.2000,CONTACT,0.01000
9.6900,10.0191,0.2000,CONTACT,0.01000
9.7000,10.0599,0.2000,CONTACT,0.00999
9.7100,10.0564,0.2000,CONTACT,0.00999
9.7200,9.9273,0.2000,CONTACT,0.01000
9.7300,9.9761,0.2000,CONTACT,0.01000
9.7400,9.7948,0.2000,CONTACT,0.01002
9.7500,9.8751,0.2000,CONTACT,0.01004
9.7600,10.0470,0.2000,CONTACT,0.01003
9.7700,9.8416,0.2000,CONTACT,0.01005
9.7800,10.2893,0.2000,CONTACT,0.01002
9.7900,9.9997,0.2000,CONTACT,0.01002
9.8000,10.0336,0.2000,CONTACT,0.01001
9.8100,9.8718,0.2000,CONTACT,0.01003
9.8200,9.9382,0.2000,CONTACT,0.01003
9.8300,10.1419,0.2000,CONTACT,0.01002
9.8400,9.9405,0.2000,CONTACT,0.01002
9.8500,10.4257,0.2000,CONTACT,0.00998
9.8600,9.9825,0.2000,CONTACT,0.00998
9.8700,9.9922,0.2000,CONTACT,0.00998
9.8800,9.8654,0.2000,CONTACT,0.01000
9.8900,9.9207,0.2000,CONTACT,0.01000
9.9000,9.9068,0.2000,CONTACT,0.01001
9.9100,9.9692,0.2000,CONTACT,0.01002
9.9200,9.7671,0.2000,CONTACT,0.01004
9.9300,10.0933,0.2000,CONTACT,0.01003
9.9400,9.7976,0.2000,CONTACT,0.01006
9.9500,9.9201,0.2000,CONTACT,0.01006
9.9600,10.0970,0.2000,CONTACT,0.01005
9.9700,10.1772,0.2000,CONTACT,0.01003
9.9800,10.4604,0.2000,CONTACT,0.00998
9.9900,10.0418,0.2000,CONTACT,0.00998
10.0000,9.8849,0.2000,CONTACT,0.00999
10.0100,9.8934,0.2000,CONTACT,0.01000
10.0200,10.1801,0.2000,CONTACT,0.00998
10.0300,9.6971,0.2000,CONTACT,0.01002
10.0400,10.4415,0.2000,CONTACT,0.00997
10.0500,9.8791,0.2000,CONTACT,0.00998
10.0600,10.2484,0.2000,CONTACT,0.00995
10.0700,9.7596,0.2000,CONTACT,0.00998
10.0800,10.3394,0.2000,CONTACT,0.00994
10.0900,10.4007,0.2000,CONTACT,0.00990
10.1000,10.3593,0.2000,CONTACT,0.00986
10.1100,9.6375,0.2000,CONTACT,0.00990
10.1200,9.9211,0.2000,CONTACT,0.00991
10.1300,9.7776,0.2000,CONTACT,0.00993
10.1400,9.8110,0.2000,CONTACT,0.00995
10.1500,10.1241,0.2000,CONTACT,0.00994
10.1600,10.0869,0.2000,CONTACT,0.00993
10.1700,9.9321,0.2000,CONTACT,0.00994
10.1800,9.6380,0.2000,CONTACT,0.00998
10.1900,10.2113,0.2000,CONTACT,0.00995
10.2000,9.8950,0.2000,CONTACT,0.00997
10.2100,10.0911,0.2000,CONTACT,0.00996
10.2200,10.0340,0.2000,CONTACT,0.00995
10.2300,9.8359,0.2000,CONTACT,0.00997
10.2400,10.0673,0.2000,CONTACT,0.00996
10.2500,9.9008,0.2000,CONTACT,0.00997
10.2600,9.7935,0.2000,CONTACT,0.01000
10.2700,10.2642,0.2000,CONTACT,0.00997
10.2800,10.2236,0.2000,CONTACT,0.00994
10.2900,10.0778,0.2000,CONTACT,0.00993
